dataset,#TrainingRelease,%training,%Defective in training,%Defective in testing,classifier,balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
BOOKKEEPER,2,19.929976,40.27027,36.90205,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,137.0,32.0,245.0,25.0,0.9074074074074074,0.8844765342960289,0.8650777733208539,0.7236645942155423
BOOKKEEPER,2,19.929976,40.27027,36.90205,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,137.0,32.0,245.0,25.0,0.9074074074074074,0.8844765342960289,0.8748495788206979,0.7236645942155423
BOOKKEEPER,2,19.929976,40.27027,36.90205,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,137.0,30.0,247.0,25.0,0.9080882352941176,0.8916967509025271,0.8721308552836832,0.7326815982640081
BOOKKEEPER,2,19.929976,40.27027,36.90205,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,162.0,277.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,2,19.929976,40.27027,36.90205,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,155.0,224.0,53.0,7.0,0.8833333333333333,0.19133574007220217,0.8789053795070643,0.11589932259836279
BOOKKEEPER,2,19.929976,40.27027,36.90205,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,0.0,0.0,277.0,162.0,0.6309794988610479,1.0,0.8779471408833623,0.0
BOOKKEEPER,2,19.929976,40.27027,36.90205,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,162.0,277.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,2,19.929976,40.27027,36.90205,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,89.0,13.0,264.0,73.0,0.7833827893175074,0.9530685920577617,0.8779471408833623,0.5442979915025106
BOOKKEEPER,2,19.929976,40.27027,36.90205,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,137.0,31.0,246.0,25.0,0.9077490774907749,0.8880866425992779,0.8748495788206979,0.7281673632764989
BOOKKEEPER,2,19.929976,40.27027,36.90205,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,137.0,32.0,245.0,25.0,0.9074074074074074,0.8844765342960289,0.8650777733208539,0.7236645942155423
BOOKKEEPER,2,19.929976,40.27027,36.90205,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,137.0,32.0,245.0,25.0,0.9074074074074074,0.8844765342960289,0.8748495788206979,0.7236645942155423
BOOKKEEPER,2,19.929976,40.27027,36.90205,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,137.0,30.0,247.0,25.0,0.9080882352941176,0.8916967509025271,0.8721308552836832,0.7326815982640081
BOOKKEEPER,2,19.929976,40.27027,36.90205,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,162.0,277.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,2,19.929976,40.27027,36.90205,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,155.0,224.0,53.0,7.0,0.8833333333333333,0.19133574007220217,0.8789053795070643,0.11589932259836279
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,52.0,39.0,433.0,65.0,0.8694779116465864,0.9173728813559322,0.8071581196581197,0.39481119958900585
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,117.0,472.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,106.0,254.0,218.0,11.0,0.9519650655021834,0.461864406779661,0.8637639432130958,0.20653439274476007
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,69.0,69.0,403.0,48.0,0.893569844789357,0.8538135593220338,0.7584021439953643,0.41551105569832825
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,86.0,219.0,253.0,31.0,0.8908450704225352,0.5360169491525424,0.6355298420976387,0.16896178070749715
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,86.0,219.0,253.0,31.0,0.8908450704225352,0.5360169491525424,0.7584021439953643,0.16896178070749715
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,70.0,72.0,400.0,47.0,0.8948545861297539,0.847457627118644,0.7578407938577431,0.41259438666476705
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,117.0,472.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,114.0,349.0,123.0,3.0,0.9761904761904762,0.2605932203389831,0.7584474141677532,0.11124066564356694
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,52.0,39.0,433.0,65.0,0.8694779116465864,0.9173728813559322,0.8071581196581197,0.39481119958900585
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,117.0,472.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,106.0,254.0,218.0,11.0,0.9519650655021834,0.461864406779661,0.8637639432130958,0.20653439274476007
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,69.0,69.0,403.0,48.0,0.893569844789357,0.8538135593220338,0.7584021439953643,0.41551105569832825
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,86.0,219.0,253.0,31.0,0.8908450704225352,0.5360169491525424,0.6355298420976387,0.16896178070749715
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,86.0,219.0,253.0,31.0,0.8908450704225352,0.5360169491525424,0.7584021439953643,0.16896178070749715
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,70.0,72.0,400.0,47.0,0.8948545861297539,0.847457627118644,0.7578407938577431,0.41259438666476705
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,117.0,472.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,114.0,349.0,123.0,3.0,0.9761904761904762,0.2605932203389831,0.7584474141677532,0.11124066564356694
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,52.0,39.0,433.0,65.0,0.8694779116465864,0.9173728813559322,0.8071581196581197,0.39481119958900585
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,117.0,472.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,106.0,254.0,218.0,11.0,0.9519650655021834,0.461864406779661,0.8637639432130958,0.20653439274476007
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,69.0,69.0,403.0,48.0,0.893569844789357,0.8538135593220338,0.7584021439953643,0.41551105569832825
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,86.0,219.0,253.0,31.0,0.8908450704225352,0.5360169491525424,0.6355298420976387,0.16896178070749715
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,86.0,219.0,253.0,31.0,0.8908450704225352,0.5360169491525424,0.7584021439953643,0.16896178070749715
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,70.0,72.0,400.0,47.0,0.8948545861297539,0.847457627118644,0.7578407938577431,0.41259438666476705
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,117.0,472.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,114.0,349.0,123.0,3.0,0.9761904761904762,0.2605932203389831,0.7584474141677532,0.11124066564356694
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,52.0,39.0,433.0,65.0,0.8694779116465864,0.9173728813559322,0.8071581196581197,0.39481119958900585
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,117.0,472.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,106.0,254.0,218.0,11.0,0.9519650655021834,0.461864406779661,0.8637639432130958,0.20653439274476007
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,69.0,69.0,403.0,48.0,0.893569844789357,0.8538135593220338,0.7584021439953643,0.41551105569832825
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,86.0,219.0,253.0,31.0,0.8908450704225352,0.5360169491525424,0.6355298420976387,0.16896178070749715
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,86.0,219.0,253.0,31.0,0.8908450704225352,0.5360169491525424,0.7584021439953643,0.16896178070749715
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,70.0,72.0,400.0,47.0,0.8948545861297539,0.847457627118644,0.7578407938577431,0.41259438666476705
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,117.0,472.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,114.0,349.0,123.0,3.0,0.9761904761904762,0.2605932203389831,0.7584474141677532,0.11124066564356694
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,52.0,39.0,433.0,65.0,0.8694779116465864,0.9173728813559322,0.8071581196581197,0.39481119958900585
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,117.0,472.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,106.0,254.0,218.0,11.0,0.9519650655021834,0.461864406779661,0.8637639432130958,0.20653439274476007
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,69.0,69.0,403.0,48.0,0.893569844789357,0.8538135593220338,0.7584021439953643,0.41551105569832825
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,86.0,219.0,253.0,31.0,0.8908450704225352,0.5360169491525424,0.6355298420976387,0.16896178070749715
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,86.0,219.0,253.0,31.0,0.8908450704225352,0.5360169491525424,0.7584021439953643,0.16896178070749715
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,70.0,72.0,400.0,47.0,0.8948545861297539,0.847457627118644,0.7578407938577431,0.41259438666476705
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,117.0,472.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,114.0,349.0,123.0,3.0,0.9761904761904762,0.2605932203389831,0.7584474141677532,0.11124066564356694
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,52.0,39.0,433.0,65.0,0.8694779116465864,0.9173728813559322,0.8071581196581197,0.39481119958900585
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,117.0,472.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,106.0,254.0,218.0,11.0,0.9519650655021834,0.461864406779661,0.8637639432130958,0.20653439274476007
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,69.0,69.0,403.0,48.0,0.893569844789357,0.8538135593220338,0.7584021439953643,0.41551105569832825
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,86.0,219.0,253.0,31.0,0.8908450704225352,0.5360169491525424,0.6355298420976387,0.16896178070749715
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,86.0,219.0,253.0,31.0,0.8908450704225352,0.5360169491525424,0.7584021439953643,0.16896178070749715
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,70.0,72.0,400.0,47.0,0.8948545861297539,0.847457627118644,0.7578407938577431,0.41259438666476705
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,117.0,472.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,114.0,349.0,123.0,3.0,0.9761904761904762,0.2605932203389831,0.7584474141677532,0.11124066564356694
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,52.0,39.0,433.0,65.0,0.8694779116465864,0.9173728813559322,0.8071581196581197,0.39481119958900585
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,117.0,472.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,106.0,254.0,218.0,11.0,0.9519650655021834,0.461864406779661,0.8637639432130958,0.20653439274476007
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,69.0,69.0,403.0,48.0,0.893569844789357,0.8538135593220338,0.7584021439953643,0.41551105569832825
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,86.0,219.0,253.0,31.0,0.8908450704225352,0.5360169491525424,0.6355298420976387,0.16896178070749715
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,86.0,219.0,253.0,31.0,0.8908450704225352,0.5360169491525424,0.7584021439953643,0.16896178070749715
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,70.0,72.0,400.0,47.0,0.8948545861297539,0.847457627118644,0.7578407938577431,0.41259438666476705
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,117.0,472.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,114.0,349.0,123.0,3.0,0.9761904761904762,0.2605932203389831,0.7584474141677532,0.11124066564356694
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,52.0,39.0,433.0,65.0,0.8694779116465864,0.9173728813559322,0.8071581196581197,0.39481119958900585
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,117.0,472.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,106.0,254.0,218.0,11.0,0.9519650655021834,0.461864406779661,0.8637639432130958,0.20653439274476007
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,69.0,69.0,403.0,48.0,0.893569844789357,0.8538135593220338,0.7584021439953643,0.41551105569832825
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,86.0,219.0,253.0,31.0,0.8908450704225352,0.5360169491525424,0.6355298420976387,0.16896178070749715
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,86.0,219.0,253.0,31.0,0.8908450704225352,0.5360169491525424,0.7584021439953643,0.16896178070749715
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,70.0,72.0,400.0,47.0,0.8948545861297539,0.847457627118644,0.7578407938577431,0.41259438666476705
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,117.0,472.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,3,31.7533,39.016117,19.864176,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,114.0,349.0,123.0,3.0,0.9761904761904762,0.2605932203389831,0.7584474141677532,0.11124066564356694
BOOKKEEPER,4,47.61648,32.635746,19.48052,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,118.0,118.0,378.0,2.0,0.9947368421052631,0.7620967741935484,0.9231854838709678,0.5455439700963999
BOOKKEEPER,4,47.61648,32.635746,19.48052,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,120.0,496.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,4,47.61648,32.635746,19.48052,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,120.0,496.0,0.0,0.0,NaN,0.0,0.9274109543010752,0.0
BOOKKEEPER,4,47.61648,32.635746,19.48052,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,96.0,37.0,459.0,24.0,0.9503105590062112,0.9254032258064516,0.9227486559139785,0.6967916854948035
BOOKKEEPER,4,47.61648,32.635746,19.48052,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,112.0,244.0,252.0,8.0,0.9692307692307692,0.5080645161290323,0.7206989247311828,0.252887725242569
BOOKKEEPER,4,47.61648,32.635746,19.48052,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,112.0,244.0,252.0,8.0,0.9692307692307692,0.5080645161290323,0.9212869623655914,0.252887725242569
BOOKKEEPER,4,47.61648,32.635746,19.48052,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,96.0,71.0,425.0,24.0,0.9465478841870824,0.8568548387096774,0.9454133064516129,0.5719468664052898
BOOKKEEPER,4,47.61648,32.635746,19.48052,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,120.0,496.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,4,47.61648,32.635746,19.48052,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,119.0,275.0,221.0,1.0,0.9954954954954955,0.44556451612903225,0.9457661290322581,0.23438288061099505
BOOKKEEPER,4,47.61648,32.635746,19.48052,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,118.0,118.0,378.0,2.0,0.9947368421052631,0.7620967741935484,0.9231854838709678,0.5455439700963999
BOOKKEEPER,4,47.61648,32.635746,19.48052,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,120.0,496.0,0.0,0.0,NaN,0.0,0.5,0.0
BOOKKEEPER,4,47.61648,32.635746,19.48052,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,120.0,496.0,0.0,0.0,NaN,0.0,0.9274109543010752,0.0
BOOKKEEPER,4,47.61648,32.635746,19.48052,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,96.0,37.0,459.0,24.0,0.9503105590062112,0.9254032258064516,0.9227486559139785,0.6967916854948035
