Version,File Name,NR,NAuth,LOC_added,MAX_LOC_added,AVG_LOC_added,Churn,MAX_Churn,AVG_Churn,ChgSetSize,MAX_ChgSet,AVG_ChgSet
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieLedgerIndexTest.java,4.0,2.0,280.0,233.0,70.0,230.0,233.0,57.5,233.0,24.0,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/filter/ServerMessageFilter.java,1.0,1.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,19.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,79.0,
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestServerStats.java,4.0,2.0,46.0,26.0,11.5,41.0,26.0,10.25,0.0,25.75,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,17.0,3.0,635.0,175.0,37.35294,478.0,153.0,28.117647,95.0,15.117647,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,9.0,2.0,105.0,29.0,11.666667,-238.0,29.0,-26.444445,0.0,22.666666,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,13.0,3.0,319.0,101.0,24.538462,-22.0,83.0,-1.6923077,66.0,14.769231,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorPeriodicCheckTest.java,2.0,2.0,295.0,276.0,147.5,273.0,276.0,136.5,276.0,10.0,
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestMultiplexing.java,4.0,2.0,436.0,431.0,109.0,430.0,431.0,107.5,431.0,37.5,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,10.0,3.0,121.0,73.0,12.1,66.0,66.0,6.6,66.0,18.2,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java,1.0,1.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,19.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,1.0,1.0,2.0,2.0,2.0,-1.0,0.0,-1.0,-1.0,23.0,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CreateNewLogTest.java,2.0,1.0,103.0,102.0,51.5,102.0,102.0,51.0,102.0,41.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,10.0,2.0,313.0,94.0,31.3,186.0,74.0,18.6,74.0,12.4,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,1.0,1.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,17.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,5.0,3.0,128.0,102.0,25.6,-41.0,4.0,-8.2,-11.0,27.2,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java,4.0,1.0,161.0,82.0,40.25,134.0,82.0,33.5,82.0,21.25,
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubProxy.java,1.0,1.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,15.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestFIFODeliveryManager.java,2.0,2.0,326.0,197.0,163.0,297.0,197.0,148.5,197.0,4.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java,1.0,1.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,21.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,3.0,3.0,13.0,9.0,4.3333335,4.0,5.0,1.3333334,5.0,21.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,12.0,3.0,338.0,164.0,28.166666,73.0,91.0,6.0833335,7.0,14.083333,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,6.0,3.0,30.0,10.0,5.0,6.0,7.0,1.0,1.0,13.166667,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java,2.0,2.0,14.0,9.0,7.0,-24.0,0.0,-12.0,0.0,41.0,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleHChannelManager.java,4.0,1.0,364.0,308.0,91.0,358.0,308.0,89.5,308.0,16.5,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,3.0,2.0,142.0,139.0,47.333332,136.0,139.0,45.333332,139.0,12.333333,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestUtils.java,1.0,1.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,1.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,1.0,1.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,23.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,5.0,2.0,127.0,54.0,25.4,123.0,54.0,24.6,54.0,17.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,13.0,3.0,627.0,394.0,48.23077,565.0,394.0,43.46154,394.0,7.5384617,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,1.0,1.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,15.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,2.0,1.0,72.0,65.0,36.0,69.0,65.0,34.5,65.0,29.5,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java,1.0,1.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,16.0,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ResubscribeCallback.java,4.0,1.0,112.0,94.0,28.0,108.0,94.0,27.0,94.0,14.0,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java,4.0,1.0,241.0,163.0,60.25,213.0,163.0,53.25,163.0,16.25,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,1.0,1.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,17.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,1.0,1.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,27.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultiLedgerManagerTestCase.java,2.0,1.0,56.0,55.0,28.0,56.0,55.0,28.0,55.0,28.5,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java,1.0,1.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,27.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,4.0,1.0,577.0,234.0,144.25,503.0,234.0,125.75,234.0,9.25,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,18.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,5.0,3.0,78.0,53.0,15.6,35.0,35.0,7.0,2.0,27.2,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java,2.0,2.0,4.0,3.0,2.0,1.0,1.0,0.5,0.0,55.0,
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java,2.0,2.0,22.0,17.0,11.0,14.0,14.0,7.0,0.0,50.0,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilterBase.java,2.0,1.0,73.0,70.0,36.5,50.0,70.0,25.0,70.0,22.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerRecoveryTest.java,3.0,2.0,214.0,139.0,71.333336,207.0,139.0,69.0,139.0,29.666666,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorBookieTest.java,6.0,2.0,352.0,277.0,58.666668,309.0,277.0,51.5,277.0,20.333334,
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java,3.0,2.0,17.0,9.0,5.6666665,13.0,7.0,4.3333335,7.0,20.333334,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,4.0,1.0,74.0,36.0,18.5,38.0,36.0,9.5,36.0,9.25,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,8.0,2.0,41.0,13.0,5.125,1.0,10.0,0.125,-18.0,17.125,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,3.0,2.0,13.0,6.0,4.3333335,-2.0,1.0,-0.6666667,1.0,25.333334,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,9.0,2.0,207.0,93.0,23.0,140.0,72.0,15.555555,72.0,17.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,1.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,21.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java,4.0,2.0,96.0,77.0,24.0,64.0,57.0,16.0,0.0,39.75,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,1.0,1.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieAutoRecoveryTest.java,1.0,1.0,418.0,418.0,418.0,418.0,418.0,418.0,418.0,4.0,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java,1.0,1.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,33.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,3.0,2.0,11.0,5.0,3.6666667,8.0,5.0,2.6666667,3.0,32.666668,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,2.0,2.0,33.0,31.0,16.5,29.0,31.0,14.5,31.0,27.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,
4.1.0,hedwig-client/src/test/java/org/apache/hedwig/util/TestPathUtils.java,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,79.0,
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CancelScanRequest.java,1.0,1.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,7.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestZkVersion.java,3.0,2.0,69.0,59.0,23.0,65.0,59.0,21.666666,0.0,46.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultiLedgerManagerMultiDigestTestCase.java,2.0,1.0,64.0,63.0,32.0,64.0,63.0,32.0,63.0,28.5,
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/MetastoreTableAsyncToSyncConverter.java,1.0,1.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,17.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,3.0,2.0,81.0,63.0,27.0,74.0,63.0,24.666666,63.0,5.6666665,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ReadOnlyBookieTest.java,3.0,2.0,187.0,166.0,62.333332,187.0,166.0,62.333332,166.0,8.333333,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,5.0,2.0,64.0,20.0,12.8,47.0,16.0,9.4,16.0,12.6,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java,1.0,1.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,16.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,4.0,1.0,285.0,274.0,71.25,273.0,274.0,68.25,274.0,9.25,
4.1.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java,3.0,2.0,26.0,18.0,8.666667,25.0,18.0,8.333333,18.0,25.333334,
4.1.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,1.0,1.0,15.0,15.0,15.0,-11.0,0.0,-11.0,-11.0,2.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java,1.0,1.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,1.0,1.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,23.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestReplicationWorker.java,12.0,3.0,674.0,431.0,56.166668,558.0,431.0,46.5,431.0,9.25,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubInfo.java,2.0,2.0,63.0,62.0,31.5,62.0,62.0,31.0,0.0,50.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/DefaultServerChannel.java,1.0,1.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,33.0,
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java,9.0,3.0,483.0,168.0,53.666668,458.0,167.0,50.88889,135.0,29.222221,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,3.0,2.0,75.0,41.0,25.0,21.0,27.0,7.0,-2.0,27.333334,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java,1.0,1.0,20.0,20.0,20.0,14.0,14.0,14.0,14.0,7.0,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java,4.0,3.0,16.0,6.0,4.0,2.0,1.0,0.5,0.0,33.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java,1.0,1.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,21.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestSpeculativeRead.java,4.0,2.0,683.0,333.0,170.75,671.0,333.0,167.75,329.0,25.25,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscriptionChannelPipelineFactory.java,1.0,1.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,27.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/data/MessageFormatter.java,1.0,1.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,15.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java,6.0,3.0,47.0,22.0,7.8333335,11.0,6.0,1.8333334,0.0,30.5,
4.1.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java,1.0,1.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,22.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,1.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,41.0,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerTestCase.java,2.0,2.0,32.0,29.0,16.0,11.0,22.0,5.5,-11.0,35.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/RoundRobinDistributionScheduleTest.java,2.0,2.0,65.0,64.0,32.5,64.0,64.0,32.0,0.0,50.0,
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java,4.0,2.0,53.0,27.0,13.25,40.0,26.0,10.0,26.0,22.25,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java,3.0,3.0,18.0,14.0,6.0,9.0,7.0,3.0,0.0,41.666668,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,14.0,3.0,476.0,125.0,34.0,311.0,118.0,22.214285,118.0,13.714286,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,9.0,3.0,127.0,40.0,14.111111,89.0,28.0,9.888889,28.0,14.111111,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java,3.0,2.0,17.0,11.0,5.6666665,3.0,3.0,1.0,0.0,29.333334,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java,1.0,1.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,18.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,2.0,1.0,62.0,41.0,31.0,48.0,34.0,24.0,14.0,5.5,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,1.0,1.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,17.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestAutoRecoveryAlongWithBookieServers.java,1.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,10.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubSSL.java,1.0,1.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,15.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,1.0,1.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,15.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java,9.0,3.0,304.0,179.0,33.77778,218.0,172.0,24.222221,0.0,24.444445,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java,3.0,1.0,319.0,298.0,106.333336,319.0,298.0,106.333336,298.0,17.666666,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/client/TestSubAfterCloseSub.java,3.0,2.0,248.0,194.0,82.666664,198.0,194.0,66.0,194.0,8.666667,
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,79.0,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java,2.0,1.0,71.0,70.0,35.5,70.0,70.0,35.0,70.0,26.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,79.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,2.0,2.0,64.0,60.0,32.0,60.0,58.0,30.0,58.0,17.5,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java,2.0,2.0,33.0,29.0,16.5,26.0,24.0,13.0,24.0,17.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,6.0,2.0,415.0,269.0,69.166664,325.0,269.0,54.166668,269.0,10.333333,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java,3.0,2.0,37.0,28.0,12.333333,28.0,28.0,9.333333,0.0,46.333332,
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,55.0,
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerFragmentReplication.java,5.0,2.0,353.0,188.0,70.6,340.0,188.0,68.0,188.0,20.4,
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,2.0,1.0,367.0,341.0,183.5,337.0,341.0,168.5,341.0,11.0,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ClientChannelPipelineFactory.java,1.0,1.0,24.0,24.0,24.0,14.0,14.0,14.0,14.0,33.0,
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManagerFactory.java,5.0,2.0,310.0,291.0,62.0,306.0,291.0,61.2,291.0,28.8,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,1.0,1.0,77.0,77.0,77.0,-106.0,0.0,-106.0,-106.0,21.0,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java,1.0,1.0,866.0,866.0,866.0,866.0,866.0,866.0,866.0,5.0,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,7.0,2.0,163.0,97.0,23.285715,-159.0,20.0,-22.714285,17.0,23.571428,
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java,8.0,2.0,190.0,68.0,23.75,55.0,50.0,6.875,41.0,17.875,
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
