Version,File Name,NR,NAuth,LOC_added,MAX_LOC_added,AVG_LOC_added,Churn,MAX_Churn,AVG_Churn,ChgSetSize,MAX_ChgSet,AVG_ChgSet
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CreateNewLogTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/DebugUtil.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/JmsClientAckListenerTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/util/MessageIdList.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsSendReceiveTestSupport.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,5.0,2.0,65.0,40.0,13.0,31.0,21.0,6.2,21.0,8.8,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubProxy.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestRackawareEnsemblePlacementPolicy.java,3.0,2.0,286.0,254.0,95.333336,279.0,254.0,93.0,254.0,11.333333,
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorEvaluationException.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestFIFODeliveryManager.java,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/TopicSessionImpl.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleTopicTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/RedeliveryPolicyTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/ConsumerReceiveWithTimeoutTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/LoadTestBurnIn.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SyncThread.java,3.0,2.0,274.0,192.0,91.333336,192.0,192.0,64.0,192.0,6.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,5.0,1.0,96.0,46.0,19.2,47.0,22.0,9.4,22.0,9.8,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,5.0,2.0,123.0,105.0,24.6,14.0,7.0,2.8,0.0,9.6,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/perf/InactiveDurableTopicTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/PublishOnDurableTopicConsumedMessageTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,14.0,
4.2.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleHChannelManager.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestUtils.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,1.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,10.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,24.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,2.0,2.0,7.0,4.0,3.5,0.0,2.0,0.0,-2.0,11.5,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsTopicSendReceiveTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsTopicSendReceiveWithTwoConnectionsTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ExprFunction.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/UnaryArithmeticFunction.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ResubscribeCallback.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicTransactionTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/Configurable.java,1.0,1.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,24.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/JmsSendReceiveTestSupport.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultiLedgerManagerTestCase.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,2.0,1.0,37.0,33.0,18.5,7.0,17.0,3.5,17.0,10.5,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ResponseBuilder.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilterBase.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerRecoveryTest.java,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ObjectMessageNotSerializableTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorBookieTest.java,2.0,2.0,3.0,3.0,1.5,-21.0,0.0,-10.5,-19.0,15.0,
4.2.1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,1.0,1.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,24.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,2.0,2.0,107.0,106.0,53.5,72.0,71.0,36.0,71.0,12.5,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,3.0,2.0,20.0,15.0,6.6666665,3.0,2.0,1.0,2.0,5.6666665,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieAutoRecoveryTest.java,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,
4.2.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/JmsTransactionTestSupport.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client/src/test/java/org/apache/hedwig/util/TestPathUtils.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/CompositePublishTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CancelScanRequest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/MyObject.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/JmsRollbackRedeliveryTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestZkVersion.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/LogicalComparisonFunction.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultiLedgerManagerMultiDigestTestCase.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/MetastoreTableAsyncToSyncConverter.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendReceiveTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ReadOnlyBookieTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/JmsDurableTopicSelectorTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,1.0,1.0,1.0,1.0,1.0,-2.0,0.0,-2.0,-2.0,3.0,
4.2.1,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestReplicationWorker.java,3.0,2.0,45.0,41.0,15.0,43.0,41.0,14.333333,41.0,12.666667,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,1.0,1.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,7.0,
4.2.1,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubInfo.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DurableSubSelectorDelayTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/TextMessageImpl.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleNetworkTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/DefaultServerChannel.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/MessageProducerImpl.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCloseTest.java,2.0,2.0,199.0,157.0,99.5,197.0,157.0,98.5,157.0,4.5,
4.2.1,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestSpeculativeRead.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscriptionChannelPipelineFactory.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/data/MessageFormatter.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java,2.0,1.0,101.0,55.0,50.5,94.0,54.0,47.0,54.0,7.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/ConnectionCleanupTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerTestCase.java,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/RoundRobinDistributionScheduleTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookiesListener.java,1.0,1.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,13.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/JMSUsecaseTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/hedwig/jms/selector/BasicSelectorGrammarTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerIteratorTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,1.0,1.0,28.0,28.0,28.0,23.0,23.0,23.0,23.0,3.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,1.0,1.0,15.0,15.0,15.0,10.0,10.0,10.0,10.0,16.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/util/DefaultTestAppender.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsTopicSendReceiveWithTwoConnectionsAndByteSelectorTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2.1,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ChangeSessionDeliveryModeTest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
